answer_text,answer_start,question,context,subject,Task
العاشر من كانون الأول/ديسمبر 2012,565,متى تم اعتبار جبهة النصرة جماعة إرهابية؟,في تشرين الثاني/نوفمبر 2012؛ وحسب تقرير مطوّل أعدتهُ صحيفة هافينغتون بوست الأمريكيّة فإنّ جبهة النصرة باتت لاعبًا قويًا في المنطقة خاصّة بعدما حصلت على مقاتلين أكثر خبرة من صفوف الثوار السوريين.[10] وفقًا لمتحدث باسم الجيش السوري الحر؛ فإنّ عدد مُقاتلي الجبهة قد بلغَ في تشرين الثاني/نوفمبر 2012 ما بينَ 6000 حتّى 10000 مقاتل وهو ما يمثل 7-9% من مجموع مقاتلي الجيش الحر.[11] في ذات السياق وغير بعيدٍ عن ذلك؛ وصفَ المعلق ديفيد إغناتيوس لـواشنطن بوست جبهة النصرة بأنّها المجموعة الأكثر عدوانية في سوريا. أمّا وزارة الخارجية الأمريكية فقد نشرت بيانًا ذكرت فيه:  بحلول العاشر من كانون الأول/ديسمبر 2012؛ صنّفت الولايات المتحدة جبهة النصرة كمنظمة إرهابية واتهمتها بكونها امتدادًا لتنظيم القاعدة في العراق ثم سرعانَ ما صدر قرارٌ يحظر على الأمريكيين التعامل ماليًا مع النصرة. ليسَ هذا فقط بل إنّ السفير الأمريكي إلى سوريا ر. فورد قد حذر من هذه الجماعة حيثُ قال: ,جبهة النصرة,Non-factoid
مصطلح أُطلق على القارتين الأمريكيتين من قبل المستوطنين الأوروبيين الأوائل,18,ما هو العالم الجديد؟," العالم الجديد هو مصطلح أُطلق على القارتين الأمريكيتين من قبل المستوطنين الأوروبيين الأوائل الذين اعتقدوا حينئذٍ أن العالم يتألف فقط من أوروبا وآسيا وأفريقيا، والذي أطلق عليه مصطلح العالم القديم.[1][2][3] والعالم القديم هو العالم ما قبل رحلة كريستوفر كولومبوس، في حين أن أوقيانوسيا وأنتاركتيكا (القارة القطبية الجنوبية) لا يعتبران ضمن مصطلح العالم القديم ولا العالم الجديد.",العالم الجديد,Non-factoid
محامي وزعيم سياسي فرنسي,34,من هو ماكسميليان روبسبيار؟,"ماكسميليان روبسبير (1758 - 1794)، محامي وزعيم سياسي فرنسي، أصبح أحد أهم الشخصيات المؤثرة في الثورة الفرنسية، و أحد الوجوه الرئيسية لعهد الإرهاب.[1]",ماكسميليان روبسبيار,Non-factoid
1976,155,في أي عام ألف موريس بوكاي كتاب التوراة والإنجيل والقرآن والعلم؟," التوراة والإنجيل والقرآن والعلم (بالإنجليزية The Bible, the Qur'an, and Science) هو كتاب في علم  من تأليف الطبيب الفرنسي موريس بوكاي بعد إسلامه، ألفه عام 1976، قام فيه الكاتب بدراسة علمية للكتب السماوية الثلاثة التوراة والانجيل والقرآن بمقياس العلم الحديث، وترجم  الكتاب لسبع عشرة لغة تقريبًا منها العربية.[1] وخرج المؤلف من خلال دراسته للكتب الثلاثة بأن الكتاب الذي هو من عند الله هو القرآن وحده، لأنه لم يأت فيه ما يعارض حقائق العلم، في حين أنه وفقًا للمؤلف فإن ما بأيدي الناس اليوم من كتب يصفونها بأنها مقدسة ويدعونها التوراة والإنجيل فهي مملوءة بخرافات وأخطاء وتناقضات لا يمكن أن تكون منزلة من عند الله. وقد ترجم الكتاب مرتين في وقت واحد سنة 1398هـ (1978م) إحداهما في بيروت بعنوان: ""التوراة والإنجيل والقرآن والعلم"" والأخرى في القاهرة (دار المعارف) بعنوان: ""دراسة الكتب المقدسة في ضوء المعارف الحديثة"" ولم تذكر أسماء المترجمين في الطبعتين. ثم ترجمه الشيخ حسن خالد (مفتي لبنان) وطبعه المكتب الإسلامي في بيروت سنة 1407هـ بعنوان: ""التوراة والإنجيل والقرآن والعلم"".[2]",التوراة والإنجيل والقرآن والعلم (كتاب),Factoid
لة تقع على الس,200,أين تقع جمهورية بروناي؟,"بروناي أو<b data-parsoid='{""dsr"":[3377,3397,3,3]}'>اتحاد برونــاي (بالمالايو: نيجارا بروناي داروسلام، بالجاوية: بروني دار السلام) وتعرف رسمياً باسم بروناي دار السلام أو أمة بروناي أو أرض السلام، هي دولة تقع على الساحل الشمالي لجزيرة بورنيو في جنوب شرق آسيا. تنقسم بروناي إلى منطقتين تفصلهما بلدة لمبانج التابعة لولاية سراوق الماليزية التي تحيط ببروناي بشكل كامل باستثناء ساحل بروناي الشمالي المطل على بحر الصين الجنوبي. بروناي هي الدولة المستقلة الوحيدة على جزيرة بورنيو، حيث تتقاسم ماليزيا وإندونيسيا بقية الجزيرة.",بروناي,Factoid
غرب وسط أفريقيا,31,أين تقع جمهورية الغابون؟,"جمهورية الغابون هي دولة تقع في غرب وسط أفريقيا يحدها خليج غينيا إلى الغرب وغينيا الاستوائية إلى الشمال الغربي والكاميرون إلى الشمال وجمهورية الكونغو نحو الشرق والجنوب. وتبلغ مساحتها 270,000 كم2 تقريباً كما يقدر عدد سكانها بـ 1,500,000 نسمة. وعاصمتها وأكبر مدنها هي مدينة ليبرفيل.",الغابون,Factoid
30 نوفمبر 1967م,137,متى استقل جنوب اليمن من الاحتلال البريطاني؟, File:Historical map of Yemen AD 1839.svg احتلال عدن يشير إلى الاحتلال البريطاني لمدينة عدن في 19 يناير 1839م وحتى جلاء المستعمر منها في 30 نوفمبر 1967م بعد 128 عاماً من الاحتلال.,احتلال عدن,Factoid
أفريقيا,54,أين يقع نهر زمبيزي؟,"Coordinates:   نهر الزمبيزي هو أحد الأنهار الكبيرة في أفريقيا، ورابع أطول نهر في هذه القارة، ويعد من أكبر الأنهار الأفريقية التي تصب في المحيط الهندي. ومساحة حوض هذا النهر 1,390,000 كيلومتر مربع[1][2] أي أقل من نصف مساحة حوض نهر النيل.",نهر زمبيزي,Factoid
ألمانيا,213,أين تصنع سيارات بورش؟,"بورشه  شركة ألمانية مختصة بصناعة السيارات الرياضية الفاخرة ذات الأداء العالي. أُنشئت الشركة عام 1931 على يد المهندس النمساوي فارديناند بورشيه الذي صمم أولى سيارات فولكسواجن، يقع مقرها في شتوتغارت، بادن-فورتمبيرغ، ألمانيا. تم تأسيسها بواسطة فارديناند بورشيه.",بورشه,Factoid
حائل في نجد,31,أين تقع مساكن  قبيلة شـمّـرالعربية ؟,"    شـمّـر قبيلة عربية مساكنها حائل في نجد، وتتواجد القبيلة أيضاً في عدة دول الكويت العراق سوريا الأردن وسلطنة عمان نزولاً إلى قطر وشرق المملكة العربية السعودية والإمارات، والعديد من الدول العربية والقليل من الأجنبية.[1][2] تكونت قبيلة شمر من حلف قبلي قبل خمسة قرون شمل قبائل زوبع والأسلم وعبدة من طيء[3]، تنحدر القبيلة من طيء التي كانت تسكن في حائل، اما قبيلة طيء المتواجدة في العراق وسوريا فهي قبيلة مستقلة عن شمر والرابط هو النسب فقط.",شمر (قبيلة),Factoid
ظاهرة إنشقاق خطوط الطيف لمصدر تحت تأثير مجال مغناطيسي ثابت إلى عدة خطوط,15,ما هو تأثير زيمان؟,تأثير زيمان هو ظاهرة إنشقاق خطوط الطيف لمصدر تحت تأثير مجال مغناطيسي ثابت إلى عدة خطوط؛اي ان تأثير زيمتن يشق  خطوط الطيف  إلى خطوط متوازية عندما يوضع مصدر الضوء في مجال مغناطيسي شديد .[1][2][3] وهو تاثير يرجع إلى العالم الهولندي بيتر زيمان الذي اكتشف هذه الظاهرة في عام 1896م . وهذا التأثير مشابه لتأثير آخر يسمى تأثير شتارك وهو انشقاق خطوط الطيف إلي عدة خطوط في حالة تعرض مصدر الضوء إلى مجال كهربائي.,تأثير زيمان,Non-factoid
